source_url,canonical_url,title,description,text_snippet,fetched_with
https://www.shl.com/products/video-interviews/,https://www.shl.com/products/video-interviews/,Video Interview | Video Interview Software | SHL,Screen thousands of candidates quickly with our video interview tool and provide a seamless live video interview experience for shortlisted applicants.,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Smart Interview Speak With Our Team",playwright
https://www.shl.com/products/assessments/behavioral-assessments/situation-judgement-tests-sjt/,https://www.shl.com/products/assessments/behavioral-assessments/situation-judgement-tests-sjt/,Situational Judgment Tests (SJT) | SHL,"Using our Situational Judgment Tests (SJT), you can measure candidates' behavioral fit to a given role by assessing their response to a specific work situation.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Behavioral Assessments Speak With Our Team",playwright
https://www.shl.com/products/assessments/skills-and-simulations/,https://www.shl.com/products/assessments/skills-and-simulations/,Skills Assessment Test | Skills Assessment Tool | SHL,Measure practical application and knowledge to scale your search for highly skilled candidates using SHL's skills assessments tools and job simulations.,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Speak With Our Team SHL’s market-leading portfolio provides far-ranging breadth across roles and industries.",playwright
https://www.shl.com/products/assessments/personality-assessment/shl-motivation-questionnaire-mq/,https://www.shl.com/products/assessments/personality-assessment/shl-motivation-questionnaire-mq/,Motivation Questionnaire | Motivation Assessment Test | SHL,"Build an engaged, high-performing workforce using our motivation questionnaire (MQ) by matching individual employee motivation to team and organizational goals.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Personality Assessments Speak With Our Team",playwright
https://www.shl.com/products/,https://www.shl.com/products/,Our Products | SHL,SHL products have been carefully designed to produce highly reusable data and to enhance all stages of the talent experience that drive performance and retention.,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Speak With Our Team Get the precise people answers you need with SHL’s products, including pioneering personality tests, behavioral and skills assessments, coding and language simulations, 360° feedback, AI-powered video interviews, and virtual assessment and development centers.",playwright
https://www.shl.com/products/assessments/skills-and-simulations/technical-skills/,https://www.shl.com/products/assessments/skills-and-simulations/technical-skills/,Technical Skill Assessment | Assess Technical Knowledge | SHL,"SHL Technical Skills assessment helps you to measure knowledge of 180+ technology concepts in less than 15 minutes for Full Stack, Front-end, Data Science, DevOps, and more roles.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Skills & Simulations Speak With Our Team",playwright
https://www.shl.com/products/assessments/personality-assessment/,https://www.shl.com/products/assessments/personality-assessment/,Personality Assessment Test For Hiring | SHL,"Improve your hiring process with science-backed personality assessments that reveal each candidate’s preferences, motivations, and remote-work capability.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Improve hiring with science-backed personality tests that reveal each candidate’s preferences, motivations, and remote-work capability. Book a Demo",playwright
https://www.shl.com/products/assessments/cognitive-assessments/,https://www.shl.com/products/assessments/cognitive-assessments/,Cognitive Ability Tests | Cognitive Assessments | SHL,"Measure candidates' potential and ability to learn, adapt, and succeed in any role with SHL's cognitive ability tests and assessments.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Measure potential to learn, adapt, and perform in any role with SHL Verify Interactive cognitive assessments. Speak with our Team",playwright
https://www.shl.com/products/assessments/behavioral-assessments/universal-competency-framework/,https://www.shl.com/products/assessments/behavioral-assessments/universal-competency-framework/,Universal Competency Framework (UCF) | SHL,"Learn how the Universal Competency Framework (UCF), which provides a rational, consistent, and practical basis for understanding people’s behaviors, can help you.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Behavioral Assessments Competencies are ‘sets of behaviors that are instrumental in the delivery of desired results’ (Bartram et al, 2002). In the business context they are behaviors that support the attainment of objectives within the context of that specific organization’s strategy. Competencies are sometimes also called ‘capabilities’ but irrespective of the term used, the focus is on ‘behaviors’ not technical knowledge.",playwright
https://www.shl.com/products/assessments/behavioral-assessments/realistic-job-and-culture-previews-rjp/,https://www.shl.com/products/assessments/behavioral-assessments/realistic-job-and-culture-previews-rjp/,Realistic Job and Culture Previews (RJP) | SHL,"With our Realistic Job Previews, candidates can self-assess their fit with the role and with your company through a set of tasks and culture-based questions.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Speak With Our Team Preview roles and fit with realistic job previews.",playwright
https://www.shl.com/products/video-interviews/smart-interview-on-demand/,https://www.shl.com/products/video-interviews/smart-interview-on-demand/,Smart Video Interview On Demand | Online Video Assessment | SHL,Smart screening through recorded video interviews helps you shortlist top talent faster and uncover hidden gems you might have missed.,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Smart Interview On Demand Speak With Our Team",playwright
https://www.shl.com/products/video-feedback/,https://www.shl.com/products/video-feedback/,Personalized Video Feedback | Effective Feedback | SHL,"SHL's Video Feedback is a scalable, automated way for brands to instantly feedback to thousands of candidates, with no extra time investment.","We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage. View our full SHL Privacy Statement or SHL Cookie Policy Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness. Cookies are small text files that can be used by websites to make a user's experience more efficient. The law states that we can store cookies on your device if they are strictly necessary for the operation of this site. For all other types of cookies, we need your permission. This site uses different types of cookies. Some cookies are placed by third-party services that appear on our pages. Learn more about who we are, how you can contact us, and how we process personal data in our Privacy Policy . We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Video Feedback Speak With Our Team",playwright
